Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428566
FDP12,OUT027,1378.2631852760737
DRF60,OUT027,5669.163351428566
FDC09,OUT035,1722.3316111731856
FDF50,OUT018,3087.5075112820514
FDG28,OUT035,4109.900606217616
NCE19,OUT017,876.3205797979805
NCM53,OUT010,230.0085918128654
NCN18,OUT049,1509.43231291866
FDF32,OUT035,3087.5075112820514
FDF11,OUT013,4109.900606217616
DRI59,OUT049,3753.0000993630556
NCG54,OUT035,2811.181403212854
FDM44,OUT046,1722.3316111731856
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2384.0151261682245
FDI50,OUT019,542.9755395973153
FDS09,OUT035,754.5960957264957
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,542.9755395973153
FDC22,OUT017,3087.5075112820514
FDZ56,OUT046,2811.181403212854
FDZ40,OUT019,130.33349056603768
FDS46,OUT027,3175.335988157896
DRD24,OUT045,2202.2990201117295
FDV45,OUT017,3087.5075112820514
FDL26,OUT045,2539.3942358778604
FDA56,OUT018,1936.5082478260852
FDN27,OUT046,1874.430959859155
FDM20,OUT049,4109.900606217616
FDO16,OUT017,1467.1630529801325
FDL03,OUT035,2880.9695613636354
FDE58,OUT046,1874.430959859155
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603768
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1333.2154270916328
FDR45,OUT013,4109.900606217616
NCN07,OUT017,2202.2990201117295
FDM51,OUT019,230.0085918128654
FDT52,OUT027,5669.163351428566
FDL26,OUT046,2539.3942358778604
NCZ42,OUT046,4109.900606217616
DRI47,OUT019,384.48867398374
FDW40,OUT013,1936.5082478260852
FDN34,OUT046,2811.181403212854
FDS01,OUT035,2736.9684298755183
NCG55,OUT045,1874.430959859155
FDC11,OUT035,1333.2154270916328
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2811.181403212854
FDR09,OUT019,542.9755395973153
FDC53,OUT017,1554.007075641026
FDY45,OUT013,4131.978437869822
FDA22,OUT010,384.48867398374
FDE02,OUT035,1554.007075641026
FDW21,OUT045,1722.3316111731856
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1509.43231291866
NCW17,OUT017,2202.2990201117295
NCK54,OUT046,1874.430959859155
FDG17,OUT019,542.9755395973153
FDG35,OUT017,2997.407679041917
FDD08,OUT010,130.33349056603768
NCO07,OUT017,3753.0000993630556
FDJ10,OUT010,286.4177705128206
FDW36,OUT017,1722.3316111731856
FDW21,OUT010,230.0085918128654
FDY19,OUT017,1874.430959859155
DRE03,OUT013,754.5960957264957
NCC55,OUT049,637.5735090128758
FDH52,OUT010,130.33349056603768
FDO09,OUT017,4311.57625131579
FDU43,OUT045,4109.900606217616
FDX09,OUT010,384.48867398374
FDH40,OUT019,230.0085918128654
FDW58,OUT017,1722.3316111731856
FDC47,OUT017,3593.1412351254503
NCR41,OUT035,1554.007075641026
DRG49,OUT035,3593.1412351254503
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,637.5735090128758
FDI35,OUT017,3389.2269793548367
NCU18,OUT049,2054.215706620209
FDY33,OUT018,2346.6487869387724
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2880.9695613636354
NCU42,OUT046,2811.181403212854
NCV29,OUT018,2736.9684298755183
NCY30,OUT017,2880.9695613636354
FDQ46,OUT049,1509.43231291866
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3753.0000993630556
NCD07,OUT045,1874.430959859155
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2346.6487869387724
DRN59,OUT035,754.5960957264957
FDI44,OUT035,1333.2154270916328
FDA45,OUT049,2736.9684298755183
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1874.430959859155
FDT09,OUT018,1936.5082478260852
DRH03,OUT027,2513.0798546666674
FDA36,OUT018,3087.5075112820514
NCF31,OUT017,2539.3942358778604
FDG14,OUT049,2539.3942358778604
FDG28,OUT027,5669.163351428566
FDU14,OUT049,4131.978437869822
FDY47,OUT019,286.4177705128206
FDI56,OUT049,1259.549051315789
DRD01,OUT013,876.3205797979805
FDM22,OUT046,876.3205797979805
FDH33,OUT013,637.5735090128758
DRZ24,OUT013,1874.430959859155
NCQ38,OUT046,1722.3316111731856
FDO16,OUT027,2513.0798546666674
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2880.9695613636354
FDU48,OUT045,2054.215706620209
NCM43,OUT045,2811.181403212854
FDR31,OUT010,384.48867398374
DRK49,OUT018,637.5735090128758
NCI30,OUT010,542.9755395973153
DRD60,OUT017,3389.2269793548367
NCG19,OUT046,3593.1412351254503
FDH12,OUT035,1722.3316111731856
FDM32,OUT035,1333.2154270916328
FDM27,OUT035,2539.3942358778604
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1554.007075641026
FDS10,OUT013,2736.9684298755183
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1467.1630529801325
NCW42,OUT013,3753.0000993630556
NCC06,OUT018,1936.5082478260852
FDW02,OUT017,2202.2990201117295
NCD43,OUT017,1722.3316111731856
FDM57,OUT018,1259.549051315789
FDA58,OUT017,3593.1412351254503
FDK56,OUT046,3389.2269793548367
FDP52,OUT045,4109.900606217616
FDW20,OUT018,1936.5082478260852
FDS52,OUT049,1509.43231291866
NCT29,OUT018,1936.5082478260852
NCL54,OUT013,2736.9684298755183
FDC05,OUT045,3087.5075112820514
FDF34,OUT035,3087.5075112820514
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.0085918128654
FDZ10,OUT045,2054.215706620209
FDZ40,OUT035,876.3205797979805
FDD51,OUT018,637.5735090128758
NCY30,OUT019,384.48867398374
FDP58,OUT017,3593.1412351254503
FDV49,OUT017,4311.57625131579
FDY24,OUT019,130.33349056603768
NCO55,OUT017,1722.3316111731856
FDR13,OUT017,1874.430959859155
FDS51,OUT017,876.3205797979805
FDP26,OUT045,1722.3316111731856
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.5075112820514
FDN31,OUT018,3087.5075112820514
DRM48,OUT017,552.5502107784431
FDN20,OUT049,2811.181403212854
DRL01,OUT046,3593.1412351254503
FDV56,OUT049,1509.43231291866
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.3942358778604
FDF47,OUT027,5669.163351428566
FDX32,OUT046,2539.3942358778604
FDX57,OUT049,1509.43231291866
NCA30,OUT045,2880.9695613636354
FDO49,OUT013,754.5960957264957
FDL04,OUT019,230.0085918128654
DRM48,OUT035,552.5502107784431
FDR16,OUT013,3593.1412351254503
NCC19,OUT018,3087.5075112820514
NCE42,OUT045,4109.900606217616
FDY24,OUT017,876.3205797979805
FDH19,OUT049,2736.9684298755183
FDJ46,OUT013,2997.407679041917
FDN45,OUT010,542.9755395973153
FDY08,OUT035,2054.215706620209
FDZ37,OUT035,1467.1630529801325
NCT30,OUT045,754.5960957264957
DRY23,OUT018,637.5735090128758
NCZ30,OUT018,1936.5082478260852
FDC44,OUT018,1874.430959859155
FDB45,OUT035,1722.3316111731856
FDY04,OUT013,2346.6487869387724
FDM27,OUT046,2811.181403212854
FDZ43,OUT017,4109.900606217616
FDT39,OUT019,384.48867398374
NCC06,OUT019,286.4177705128206
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4131.978437869822
FDU08,OUT046,1554.007075641026
FDK40,OUT017,4311.57625131579
FDQ12,OUT010,542.9755395973153
FDS48,OUT017,2539.3942358778604
FDP09,OUT045,3753.0000993630556
FDW21,OUT049,1509.43231291866
FDY25,OUT035,3389.2269793548367
DRE13,OUT017,1467.1630529801325
FDV43,OUT019,130.33349056603768
FDD22,OUT045,1722.3316111731856
FDM46,OUT019,230.0085918128654
NCO30,OUT010,542.9755395973153
FDM25,OUT046,2997.407679041917
NCN41,OUT049,2054.215706620209
FDU24,OUT045,1467.1630529801325
FDZ50,OUT046,3389.2269793548367
FDP45,OUT013,4131.978437869822
NCM54,OUT045,2054.215706620209
FDW10,OUT019,384.48867398374
FDP20,OUT017,2054.215706620209
FDK32,OUT046,2539.3942358778604
FDN52,OUT049,1259.549051315789
FDM58,OUT045,1722.3316111731856
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.430959859155
FDD35,OUT046,2202.2990201117295
NCK31,OUT035,754.5960957264957
FDI40,OUT027,2513.0798546666674
FDT50,OUT019,230.0085918128654
NCT06,OUT046,2811.181403212854
FDT31,OUT035,2880.9695613636354
FDT45,OUT049,876.3205797979805
FDT13,OUT045,3087.5075112820514
FDO50,OUT045,1333.2154270916328
NCU18,OUT010,286.4177705128206
NCR54,OUT049,3087.5075112820514
NCO18,OUT018,2736.9684298755183
FDU09,OUT045,876.3205797979805
FDT13,OUT018,3087.5075112820514
FDE09,OUT046,1722.3316111731856
NCK53,OUT019,230.0085918128654
FDG45,OUT049,3593.1412351254503
DRH15,OUT035,637.5735090128758
FDO21,OUT019,542.9755395973153
FDD14,OUT027,5669.163351428566
FDC09,OUT046,1722.3316111731856
FDH45,OUT027,1378.2631852760737
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,1874.430959859155
FDS32,OUT013,1936.5082478260852
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3593.1412351254503
DRE15,OUT049,1259.549051315789
NCL42,OUT045,4109.900606217616
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1259.549051315789
FDZ59,OUT046,2384.0151261682245
FDE45,OUT010,384.48867398374
FDJ07,OUT013,1874.430959859155
FDQ45,OUT018,3389.2269793548367
FDM33,OUT027,5669.163351428566
FDO15,OUT010,130.33349056603768
FDM46,OUT013,1467.1630529801325
FDR03,OUT045,3753.0000993630556
FDY49,OUT018,2346.6487869387724
FDQ60,OUT045,1874.430959859155
FDW10,OUT049,2736.9684298755183
FDO51,OUT049,637.5735090128758
FDJ40,OUT018,1509.43231291866
FDS20,OUT018,3389.2269793548367
FDU45,OUT013,1874.430959859155
FDV02,OUT035,2811.181403212854
FDN09,OUT046,4109.900606217616
NCM55,OUT027,5669.163351428566
FDN23,OUT018,2346.6487869387724
FDY31,OUT010,384.48867398374
FDW03,OUT010,230.0085918128654
FDD14,OUT046,2880.9695613636354
FDV23,OUT017,2054.215706620209
DRI03,OUT045,2736.9684298755183
FDN13,OUT035,1554.007075641026
FDF45,OUT027,1378.2631852760737
FDU46,OUT035,1333.2154270916328
FDB57,OUT049,3753.0000993630556
FDV12,OUT049,1509.43231291866
FDQ58,OUT013,2346.6487869387724
NCA18,OUT017,1874.430959859155
FDH52,OUT049,876.3205797979805
FDM24,OUT018,2346.6487869387724
NCP43,OUT027,5669.163351428566
NCO18,OUT019,384.48867398374
FDM32,OUT017,1333.2154270916328
NCL07,OUT017,552.5502107784431
FDK03,OUT013,4131.978437869822
FDP59,OUT017,1722.3316111731856
FDQ24,OUT049,4131.978437869822
FDQ16,OUT018,1509.43231291866
FDU44,OUT013,2346.6487869387724
FDH28,OUT010,130.33349056603768
FDV28,OUT019,130.33349056603768
FDM22,OUT045,876.3205797979805
FDR56,OUT046,3087.5075112820514
FDV39,OUT049,3087.5075112820514
FDU37,OUT019,130.33349056603768
FDQ11,OUT010,542.9755395973153
FDX02,OUT045,3753.0000993630556
NCS42,OUT018,1259.549051315789
FDY57,OUT027,2513.0798546666674
FDB21,OUT049,3593.1412351254503
FDE28,OUT017,3593.1412351254503
FDQ55,OUT017,1874.430959859155
FDA48,OUT049,3593.1412351254503
FDZ19,OUT045,2997.407679041917
NCC43,OUT045,4131.978437869822
NCV18,OUT046,1467.1630529801325
NCA42,OUT018,2346.6487869387724
FDY45,OUT046,4131.978437869822
NCC30,OUT045,2736.9684298755183
FDM57,OUT013,1333.2154270916328
FDL09,OUT010,384.48867398374
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.430959859155
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3389.2269793548367
FDK32,OUT013,2346.6487869387724
DRA12,OUT046,2202.2990201117295
FDO46,OUT010,542.9755395973153
FDE52,OUT013,1333.2154270916328
NCH42,OUT045,4109.900606217616
FDV08,OUT035,637.5735090128758
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,230.0085918128654
FDD22,OUT046,1874.430959859155
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3753.0000993630556
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4131.978437869822
FDD28,OUT019,130.33349056603768
NCP41,OUT017,1722.3316111731856
FDS08,OUT049,2736.9684298755183
FDX47,OUT045,2384.0151261682245
FDC53,OUT019,230.0085918128654
FDQ19,OUT035,4109.900606217616
FDL14,OUT045,2384.0151261682245
FDM33,OUT019,542.9755395973153
FDA51,OUT045,1874.430959859155
FDZ27,OUT018,754.5960957264957
FDT04,OUT046,637.5735090128758
DRC13,OUT049,2202.2990201117295
FDR16,OUT027,5669.163351428566
FDQ03,OUT027,5669.163351428566
FDE38,OUT035,2384.0151261682245
DRH23,OUT027,1378.2631852760737
FDT11,OUT019,542.9755395973153
FDD09,OUT035,2736.9684298755183
FDR40,OUT045,1467.1630529801325
FDX07,OUT017,2880.9695613636354
FDR07,OUT035,1554.007075641026
FDA51,OUT017,1874.430959859155
FDT59,OUT019,542.9755395973153
FDF20,OUT017,3087.5075112820514
FDR13,OUT045,1874.430959859155
FDY26,OUT049,3753.0000993630556
FDW04,OUT017,2054.215706620209
FDK52,OUT017,3593.1412351254503
FDN60,OUT049,2811.181403212854
FDM09,OUT019,384.48867398374
FDP46,OUT049,1259.549051315789
FDB50,OUT019,130.33349056603768
NCQ29,OUT049,4311.57625131579
FDP16,OUT027,5669.163351428566
FDX33,OUT018,2346.6487869387724
FDP07,OUT010,542.9755395973153
FDN22,OUT046,4131.978437869822
FDF39,OUT049,4311.57625131579
FDS21,OUT017,876.3205797979805
NCM42,OUT013,1722.3316111731856
FDK50,OUT019,384.48867398374
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2346.6487869387724
FDP60,OUT018,1509.43231291866
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.48867398374
FDE38,OUT049,2384.0151261682245
FDI04,OUT049,3087.5075112820514
NCH54,OUT045,2811.181403212854
FDT56,OUT049,876.3205797979805
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2880.9695613636354
FDP21,OUT049,3087.5075112820514
FDH05,OUT013,3593.1412351254503
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2539.3942358778604
FDF33,OUT049,1509.43231291866
DRK37,OUT013,3087.5075112820514
DRH49,OUT045,1333.2154270916328
FDT58,OUT013,2346.6487869387724
FDD41,OUT018,1509.43231291866
FDP40,OUT018,1509.43231291866
FDM51,OUT027,2513.0798546666674
FDO45,OUT010,230.0085918128654
FDW33,OUT010,230.0085918128654
FDY24,OUT045,876.3205797979805
FDB10,OUT010,542.9755395973153
FDM40,OUT035,2054.215706620209
NCI06,OUT017,3389.2269793548367
FDW12,OUT019,384.48867398374
FDX48,OUT027,4117.317712631578
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1554.007075641026
DRM37,OUT045,3087.5075112820514
FDA38,OUT045,4109.900606217616
FDR36,OUT046,637.5735090128758
FDZ45,OUT046,3087.5075112820514
FDG05,OUT017,2811.181403212854
FDK28,OUT013,4311.57625131579
FDV47,OUT045,1333.2154270916328
FDN21,OUT045,2811.181403212854
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.2269793548367
DRY23,OUT013,637.5735090128758
FDA56,OUT017,2202.2990201117295
FDB09,OUT013,1936.5082478260852
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.6487869387724
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.6487869387724
FDY03,OUT049,1874.430959859155
NCG42,OUT017,2202.2990201117295
DRI13,OUT027,5669.163351428566
FDQ32,OUT013,1936.5082478260852
FDW16,OUT035,1333.2154270916328
FDU27,OUT046,754.5960957264957
FDR28,OUT010,384.48867398374
FDQ49,OUT010,384.48867398374
FDS37,OUT046,1874.430959859155
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2346.6487869387724
FDW45,OUT010,384.48867398374
NCN30,OUT049,1509.43231291866
FDN24,OUT049,876.3205797979805
NCL41,OUT027,1378.2631852760737
FDR02,OUT019,230.0085918128654
FDD09,OUT010,384.48867398374
FDS33,OUT010,230.0085918128654
FDU22,OUT045,2054.215706620209
FDI53,OUT013,2346.6487869387724
DRH01,OUT049,2736.9684298755183
FDX32,OUT013,1936.5082478260852
NCP30,OUT018,637.5735090128758
FDB60,OUT045,3087.5075112820514
FDB14,OUT049,1259.549051315789
NCP02,OUT035,876.3205797979805
FDJ10,OUT017,2054.215706620209
FDG34,OUT046,1722.3316111731856
NCB18,OUT017,1333.2154270916328
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1259.549051315789
FDB35,OUT010,230.0085918128654
DRN11,OUT013,1936.5082478260852
FDF41,OUT019,542.9755395973153
FDH16,OUT045,1333.2154270916328
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,876.3205797979805
DRJ37,OUT013,2346.6487869387724
DRJ24,OUT027,5669.163351428566
FDY16,OUT035,2880.9695613636354
FDQ27,OUT045,1722.3316111731856
FDZ33,OUT045,2539.3942358778604
FDF29,OUT045,2202.2990201117295
FDA08,OUT049,2811.181403212854
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,542.9755395973153
NCR30,OUT027,1378.2631852760737
FDV33,OUT035,4311.57625131579
DRZ24,OUT018,1936.5082478260852
NCL54,OUT035,2997.407679041917
FDR12,OUT049,2997.407679041917
NCC54,OUT046,3593.1412351254503
DRN59,OUT013,754.5960957264957
FDX50,OUT019,230.0085918128654
FDV31,OUT027,5669.163351428566
NCA29,OUT027,4117.317712631578
FDW60,OUT049,2736.9684298755183
FDX08,OUT017,3389.2269793548367
DRD49,OUT013,3593.1412351254503
FDD33,OUT046,3593.1412351254503
FDW35,OUT013,637.5735090128758
FDJ36,OUT017,1722.3316111731856
FDV51,OUT035,2811.181403212854
FDW36,OUT046,1722.3316111731856
FDH35,OUT046,2811.181403212854
NCS30,OUT027,3175.335988157896
FDN49,OUT017,637.5735090128758
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3593.1412351254503
FDP19,OUT018,1936.5082478260852
FDU21,OUT010,130.33349056603768
NCP41,OUT045,1722.3316111731856
FDY10,OUT013,1874.430959859155
FDP12,OUT018,552.5502107784431
NCN26,OUT049,1874.430959859155
FDK44,OUT013,2997.407679041917
FDC28,OUT049,1509.43231291866
FDJ41,OUT027,5669.163351428566
NCT29,OUT035,2054.215706620209
NCH42,OUT019,542.9755395973153
FDU60,OUT018,2346.6487869387724
FDS02,OUT045,3087.5075112820514
FDC51,OUT046,2202.2990201117295
FDU03,OUT013,2880.9695613636354
FDX39,OUT045,3753.0000993630556
NCY05,OUT010,130.33349056603768
NCL06,OUT027,5669.163351428566
FDD32,OUT035,1333.2154270916328
NCN41,OUT045,2054.215706620209
NCX53,OUT049,2202.2990201117295
FDU57,OUT019,384.48867398374
FDQ23,OUT046,1722.3316111731856
FDQ52,OUT045,4131.978437869822
FDC14,OUT045,637.5735090128758
FDY09,OUT035,2736.9684298755183
FDQ28,OUT045,2539.3942358778604
FDV25,OUT046,3753.0000993630556
FDJ07,OUT035,1874.430959859155
DRB25,OUT049,1509.43231291866
FDK52,OUT019,542.9755395973153
FDY52,OUT027,1378.2631852760737
FDB28,OUT046,3087.5075112820514
FDT36,OUT035,552.5502107784431
FDV25,OUT017,3753.0000993630556
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636354
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,2811.181403212854
NCX41,OUT035,3753.0000993630556
NCD06,OUT035,754.5960957264957
FDW08,OUT045,1722.3316111731856
NCU29,OUT017,2384.0151261682245
NCE06,OUT013,2346.6487869387724
FDV52,OUT010,286.4177705128206
FDB02,OUT017,2736.9684298755183
NCR18,OUT045,637.5735090128758
FDK16,OUT049,1509.43231291866
NCQ29,OUT010,542.9755395973153
FDZ01,OUT019,230.0085918128654
FDW27,OUT035,2384.0151261682245
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2736.9684298755183
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1722.3316111731856
FDU40,OUT027,5669.163351428566
NCF54,OUT013,2997.407679041917
FDH46,OUT045,1722.3316111731856
NCP14,OUT049,1509.43231291866
FDH50,OUT049,3389.2269793548367
DRF15,OUT010,384.48867398374
FDV27,OUT027,2513.0798546666674
NCJ06,OUT049,2202.2990201117295
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,754.5960957264957
FDQ07,OUT017,3593.1412351254503
FDS45,OUT049,1509.43231291866
NCJ06,OUT045,2202.2990201117295
FDD36,OUT035,1874.430959859155
FDY25,OUT045,3389.2269793548367
FDU52,OUT046,2384.0151261682245
DRK47,OUT017,3593.1412351254503
NCL30,OUT017,2054.215706620209
FDN22,OUT035,4131.978437869822
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4131.978437869822
FDT45,OUT017,876.3205797979805
NCC54,OUT027,5669.163351428566
FDP08,OUT018,2880.9695613636354
FDU44,OUT046,2811.181403212854
